"","CASE_ID","GPS_NAC_ADOPTER","SURVEY_SOURCE","STATE","HOME","HAVESOLAR","WINTER_NOPV_BINNED","SUMMER_NOPV_BINNED","PN1","PN2","PN3","E2","BB1","BB2","BB3","BTE8","BE13","BE10","Co3","VB1","VB2","VB3","VA1","VA2","VA3","VT1","VT2","VT3","VE1","VE2","VE4","VO1","VO2","VO3","CIJM1","CIJM2","CIJM3","CNS1","CNS2","CNS4","SQFT_BINNED","STANCE","PEOPLE_TOT_3PLUS","HAVE_KIDS","GENDER","AGE_BINNED","EDUC_BINNED","FINANCIAL","INCOME_BINNED","RETIRED"
"2564",2564,3,2,4,NA,1,5,4,4,4,1,4,4,4,5,4,3,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,4,NA,99,0,3,1,1,95,0
"2565",2565,3,2,4,NA,1,8,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,2,2,2,3,3,2,2,2,2,1,0,0,1,2,3,1,5,0
"2566",2566,3,2,1,NA,1,2,7,3,4,3,5,5,4,4,4,3,5,3,4,4,4,4,5,4,4,5,3,3,3,3,3,4,3,5,5,4,4,3,3,1,3,1,1,0,NA,3,2,5,0
"2567",2567,3,2,4,NA,1,6,7,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,4,5,3,3,4,3,4,5,4,4,5,4,3,4,5,2,2,1,0,0,4,3,2,2,1
"2568",2568,3,2,4,NA,1,9,9,5,5,4,5,3,98,4,3,5,5,5,4,4,4,4,2,2,5,5,3,4,4,3,3,4,4,3,3,3,2,4,2,1,4,1,0,1,2,4,1,3,0
"2569",2569,3,2,1,NA,1,5,6,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,4,4,5,5,4,3,4,4,3,3,3,4,4,3,3,3,4,2,3,0,0,0,4,NA,1,3,1
"2570",2570,3,2,1,NA,1,7,3,4,4,5,5,4,4,3,4,3,3,5,5,5,4,5,5,5,5,5,5,3,4,3,5,5,5,5,5,5,2,3,3,NA,3,1,1,0,2,3,1,5,0
"2571",2571,3,2,4,NA,1,5,3,4,4,4,5,4,3,4,4,3,4,3,5,4,5,5,5,5,5,5,4,3,4,3,5,5,5,2,2,3,1,2,2,4,3,NA,99,0,4,4,1,5,0
"2572",2572,3,2,4,NA,1,9,10,4,5,3,5,4,4,5,5,4,5,5,5,5,4,5,5,5,5,5,4,3,4,4,5,4,5,4,4,3,3,3,3,1,3,0,0,0,4,2,1,2,0
"2573",2573,3,2,1,NA,1,NA,NA,5,5,4,5,5,5,5,3,1,3,1,5,4,3,2,4,3,4,4,2,1,3,2,5,3,5,2,2,3,2,2,2,2,1,1,1,0,3,4,1,NA,0
"2574",2574,3,2,3,NA,1,7,7,1,1,4,1,1,1,2,5,4,5,4,2,2,3,3,3,5,5,4,5,1,1,2,2,1,3,4,3,3,4,3,2,2,5,1,0,0,3,2,3,2,0
"2575",2575,3,2,4,NA,1,7,8,3,3,4,2,4,3,4,4,4,5,3,4,3,3,4,3,3,4,5,3,2,1,2,2,2,2,3,3,3,2,2,2,2,4,0,0,0,3,4,1,5,0
"2576",2576,3,2,4,NA,1,8,11,4,4,5,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,3,3,3,2,3,0,0,1,3,NA,2,1,0
"2577",2577,3,2,4,NA,1,7,6,4,4,4,5,3,3,5,4,4,4,4,4,4,3,5,3,5,5,5,4,3,3,3,4,4,2,4,2,3,2,2,3,2,90,0,0,1,4,1,2,2,1
"2578",2578,3,2,4,NA,1,6,11,4,3,4,3,4,3,4,5,3,3,4,4,4,4,2,4,4,4,5,3,1,1,2,3,3,3,3,2,3,3,3,2,4,4,0,0,1,1,3,4,3,0
"2579",2579,3,2,4,NA,1,9,8,4,4,3,4,5,4,4,5,3,4,4,3,3,3,3,3,3,4,4,4,2,2,2,3,3,3,5,4,4,2,2,3,1,3,0,0,0,4,4,2,95,1
"2580",2580,3,2,4,NA,1,10,11,3,4,5,5,3,3,4,5,5,5,5,3,3,3,4,3,3,4,5,2,3,4,4,4,4,4,3,3,4,2,2,3,2,3,1,1,0,2,NA,1,5,0
"2581",2581,3,2,4,NA,1,NA,NA,4,4,4,4,4,4,4,4,3,4,3,4,4,3,5,3,4,5,5,3,3,4,2,3,2,3,3,4,4,3,2,2,2,2,1,1,1,1,4,2,4,0
"2582",2582,3,2,2,NA,1,4,5,5,5,5,5,5,5,5,4,3,4,3,5,4,5,5,5,5,5,5,5,3,3,3,4,4,3,2,3,5,2,2,2,1,3,1,0,1,3,4,3,3,0
"2583",2583,3,2,4,NA,1,4,4,4,4,4,5,4,4,5,4,3,4,3,5,5,4,5,4,4,1,4,3,1,1,1,1,3,3,2,3,3,2,2,3,3,97,0,0,0,4,2,2,3,0
"2584",2584,3,2,4,NA,1,5,10,2,2,2,2,3,2,2,5,4,4,3,2,2,2,2,1,3,5,4,2,3,2,4,2,4,4,4,4,4,4,4,4,2,97,NA,99,0,1,3,2,5,0
"2585",2585,3,2,2,NA,1,NA,NA,3,3,4,3,4,3,4,99,4,99,99,3,2,2,3,4,4,5,5,4,2,2,3,3,3,3,3,3,3,2,3,3,3,4,0,0,1,1,4,2,5,0
"2586",2586,3,2,4,NA,1,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,3,1,3,3,5,4,4,5,1,1,1,1,90,1,1,1,2,2,2,3,0
"2587",2587,3,2,4,NA,1,11,6,5,5,5,5,4,4,5,5,5,5,4,5,5,3,5,3,5,5,5,4,3,3,3,3,3,5,3,3,3,3,3,4,3,3,1,1,0,2,4,1,5,0
"2588",2588,3,2,2,NA,1,7,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,4,4,4,3,2,3,NA,2,0,0,1,3,1,1,3,0
"2589",2589,3,2,4,NA,1,7,11,1,1,1,3,3,3,1,5,4,5,4,2,2,2,1,2,2,4,5,4,4,2,3,4,3,3,4,4,4,2,2,2,3,4,NA,99,0,1,1,1,95,0
"2590",2590,3,2,4,NA,1,8,7,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,4,3,4,4,3,3,3,4,2,3,3,2,2,3,3,3,2,2,1,1,0,4,3,1,2,1
"2591",2591,3,2,4,NA,1,6,6,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,4,1,0,0,2,2,1,4,0
"2592",2592,3,2,4,NA,1,NA,NA,2,3,2,4,3,3,3,5,4,5,5,3,3,3,4,4,3,3,5,4,3,3,3,3,4,3,2,2,3,3,2,3,4,4,1,1,0,2,4,1,95,0
"2593",2593,3,2,4,NA,1,9,11,4,4,5,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,3,3,4,4,3,3,4,4,3,4,4,1,0,0,4,3,1,4,1
"2594",2594,3,2,4,NA,1,11,9,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,1,5,5,1,1,1,1,5,1,5,3,3,2,1,1,2,2,3,1,1,0,1,2,2,4,0
"2595",2595,3,2,4,NA,1,6,7,5,4,3,5,5,5,5,5,3,4,4,5,5,5,5,5,5,3,5,2,1,3,1,3,2,3,4,4,4,3,2,2,NA,1,0,0,1,4,3,2,2,1
"2596",2596,3,2,4,NA,1,9,11,4,3,2,3,4,4,4,4,4,5,4,3,2,2,5,3,5,3,3,2,2,2,3,3,4,4,3,4,3,5,4,4,3,3,0,0,0,2,2,1,5,0
"2597",2597,3,2,4,NA,1,11,6,3,3,4,3,98,98,4,5,3,5,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,4,1,1,2,2,99,1,0,0,4,3,99,95,1
"2598",2598,3,2,4,NA,1,7,9,4,3,4,2,4,3,4,4,3,5,4,4,5,4,4,3,2,5,5,5,3,2,1,1,2,3,3,3,5,1,1,1,2,5,0,0,0,3,3,1,5,0
"2599",2599,3,2,4,NA,1,5,7,4,4,4,3,3,3,4,4,3,4,4,4,4,4,5,4,5,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,2,3,0,0,NA,2,3,2,3,0
"2600",2600,3,2,4,NA,1,5,7,1,1,4,1,4,1,3,5,5,5,5,5,5,5,5,3,2,5,5,5,3,1,1,1,1,5,3,4,4,3,3,3,4,97,0,0,1,3,4,1,95,0
"2601",2601,3,2,4,NA,1,6,6,5,5,5,4,5,5,5,5,4,5,5,4,3,3,4,4,4,4,5,3,1,2,3,4,4,4,3,3,4,3,3,1,1,4,1,0,0,3,NA,2,4,0
"2602",2602,3,2,4,NA,1,3,11,2,2,2,2,3,1,3,5,5,5,5,3,2,2,3,3,1,4,5,5,5,4,2,4,5,5,2,2,3,3,3,1,1,4,1,1,0,2,2,1,4,0
"2603",2603,3,2,4,NA,1,5,10,5,5,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,3,3,5,2,3,3,4,3,3,2,1,2,1,2,1,1,0,1,2,3,2,3,0
"2604",2604,3,2,4,NA,1,5,11,4,4,4,3,3,4,4,4,4,5,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,3,3,1,2,1,1,1,1,3,1,5,0
"2605",2605,3,2,4,NA,1,7,7,3,3,4,3,4,3,4,5,4,4,4,5,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,5,1,0,0,2,3,2,4,0
"2606",2606,3,2,4,NA,1,4,9,4,4,3,4,4,4,5,4,4,5,4,4,4,4,5,4,5,4,4,4,3,1,2,4,2,3,3,4,4,2,5,2,2,3,1,1,0,2,2,1,NA,0
"2607",2607,3,2,4,NA,1,NA,NA,5,5,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,5,4,5,4,3,3,2,2,3,2,99,NA,99,1,NA,3,2,95,0
"2608",2608,3,2,4,NA,1,10,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,3,3,2,5,3,5,4,4,4,2,3,3,2,3,NA,99,0,4,3,2,2,1
"2609",2609,3,2,4,NA,1,3,11,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,2,4,4,4,3,4,4,3,4,4,3,3,1,1,1,1,3,1,4,0
"2610",2610,3,2,4,NA,1,6,7,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,5,3,3,3,3,3,2,4,3,4,3,3,3,2,2,2,2,2,1,0,1,2,2,3,1,0
"2611",2611,3,2,4,NA,1,4,8,2,1,1,1,4,1,3,5,98,3,3,2,2,2,3,2,3,3,5,3,2,2,2,2,3,2,2,2,3,2,1,4,3,4,1,0,0,2,4,2,3,0
"2612",2612,3,2,1,NA,1,8,5,3,98,98,98,98,98,5,4,4,4,98,4,99,99,4,5,1,3,4,3,5,2,1,4,1,0,5,5,5,5,5,5,NA,99,0,0,0,NA,NA,3,2,0
"2613",2613,3,2,1,NA,1,6,5,2,2,5,1,3,2,3,4,3,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,2,1,90,1,1,0,NA,4,1,95,0
"2614",2614,3,2,4,NA,1,5,7,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,5,4,5,4,5,5,5,2,3,0,0,1,3,NA,1,95,0
"2615",2615,3,2,1,NA,1,NA,9,5,5,3,5,5,4,5,98,4,5,4,5,4,5,99,99,99,99,99,99,99,99,99,99,99,99,4,5,5,3,5,5,2,4,NA,99,0,3,1,4,95,0
"2616",2616,3,2,4,NA,1,8,11,4,4,3,3,98,3,3,4,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,4,1,1,1,1,3,3,1,0
"2617",2617,3,2,4,NA,1,4,9,2,4,3,3,4,98,5,4,5,5,4,3,4,2,3,4,5,5,5,3,4,1,1,4,4,4,3,3,3,1,1,4,2,4,0,0,1,3,2,2,5,1
"2618",2618,3,2,4,NA,1,4,3,5,5,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,5,4,4,3,3,4,4,2,2,0,0,0,2,4,1,5,0
"2619",2619,3,2,4,NA,1,3,3,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,4,2,4,4,4,3,3,3,3,3,4,1,2,1,0,0,4,4,1,5,0
"2620",2620,3,2,1,NA,1,6,9,5,5,3,5,5,5,5,5,4,5,5,5,4,4,5,3,5,5,5,5,3,3,2,3,5,3,4,3,3,3,3,3,4,3,1,0,0,4,4,2,4,1
"2621",2621,3,2,4,NA,1,5,8,3,3,4,3,98,98,4,5,5,5,5,4,3,4,3,3,4,4,4,3,1,3,2,3,2,1,4,4,4,2,3,3,2,4,1,1,0,2,3,1,5,0
"2622",2622,3,2,4,NA,1,9,11,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,3,5,3,4,4,3,2,4,3,3,3,2,3,2,0,0,1,4,3,1,95,0
"2623",2623,3,2,4,NA,1,5,11,1,3,1,5,98,98,4,4,98,5,5,5,4,3,3,2,3,5,5,3,3,5,2,5,4,5,1,1,1,1,1,4,3,97,1,1,0,1,2,1,1,0
"2624",2624,3,2,4,NA,1,7,10,4,4,3,4,3,4,4,4,4,4,3,3,2,2,4,4,2,3,5,4,3,4,3,4,5,3,4,4,3,3,1,2,3,4,1,1,1,1,3,1,5,0
"2625",2625,3,2,1,NA,1,8,8,5,5,5,5,4,3,4,4,98,5,3,5,4,5,5,5,5,4,5,5,4,5,3,5,3,4,4,3,4,4,4,3,4,3,1,0,0,NA,1,1,5,0
"2626",2626,3,2,4,NA,1,6,4,4,4,3,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,5,4,3,4,3,4,4,3,4,4,3,4,4,3,2,2,1,0,1,3,NA,1,3,0
"2627",2627,3,2,4,NA,1,NA,NA,1,1,1,1,1,1,1,4,3,4,3,2,2,1,3,2,3,3,4,3,1,1,1,3,3,3,2,2,3,3,3,3,2,5,1,0,0,3,2,1,3,0
"2628",2628,3,2,4,NA,1,7,10,4,4,4,5,4,4,4,5,5,5,5,4,4,3,4,3,5,3,5,3,3,3,3,3,3,3,3,3,3,2,2,3,4,2,0,0,0,3,3,1,95,0
"2629",2629,3,2,1,NA,1,NA,NA,5,5,4,5,5,5,5,4,3,3,4,4,4,3,5,3,5,4,4,3,3,3,2,3,4,4,3,3,3,1,1,1,3,3,0,0,0,3,NA,2,4,0
"2630",2630,3,2,4,NA,1,4,8,4,4,5,4,4,4,5,5,5,4,5,4,5,4,5,5,5,5,5,3,4,5,3,3,4,4,3,3,3,3,3,3,1,2,1,0,0,3,3,2,2,0
"2631",2631,3,2,2,NA,1,4,5,4,5,4,5,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,3,5,5,4,3,3,3,3,3,3,NA,3,0,0,1,NA,4,1,4,1
"2632",2632,3,2,2,NA,1,NA,NA,3,3,4,1,3,1,2,4,4,5,3,3,1,2,3,2,3,3,3,1,4,2,2,1,2,1,4,4,4,4,4,4,2,5,1,1,0,2,2,3,NA,0
"2633",2633,3,2,4,NA,1,4,3,5,5,4,5,5,5,5,4,4,5,4,5,4,4,5,5,5,4,4,3,2,3,3,4,4,4,3,3,3,4,4,4,1,2,0,0,0,4,2,1,4,0
"2634",2634,3,2,4,NA,1,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,3,3,4,3,4,4,3,4,4,4,3,3,3,2,3,1,1,0,2,4,1,5,0
"2635",2635,3,2,4,NA,1,NA,NA,1,1,4,1,99,99,99,4,99,5,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,5,NA,99,0,NA,2,1,2,1
"2636",2636,3,2,4,NA,1,5,5,4,4,4,5,5,4,5,5,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,3,4,4,3,3,4,4,3,3,1,3,1,1,0,2,3,1,95,0
"2637",2637,3,2,4,NA,1,11,9,4,3,3,3,3,3,98,98,3,4,98,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,3,3,2,1,2,NA,97,1,0,1,NA,3,2,2,1
"2638",2638,3,2,4,NA,1,7,7,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,5,4,4,5,5,5,2,1,1,1,0,3,2,2,5,0
"2639",2639,3,2,4,NA,1,NA,NA,5,4,3,5,5,4,5,4,2,2,3,5,3,2,5,5,5,4,4,5,3,3,3,3,4,4,2,2,3,2,2,4,2,2,0,0,0,3,4,2,3,0
"2640",2640,3,2,4,NA,1,6,10,98,3,3,98,98,98,98,98,4,4,4,2,4,1,4,1,2,5,5,2,1,3,2,3,2,2,4,3,3,3,3,2,2,3,0,0,1,4,2,1,4,1
"2641",2641,3,2,2,NA,1,6,6,4,4,4,4,4,4,4,5,5,4,4,4,3,2,4,4,4,4,4,4,2,3,3,3,3,4,3,3,3,2,2,2,2,3,0,0,0,4,4,1,4,1
"2642",2642,3,2,4,NA,1,5,3,5,4,4,5,5,5,5,4,4,4,5,5,4,5,5,4,5,4,5,3,3,3,3,3,4,3,3,3,4,2,2,3,3,3,1,0,0,2,4,3,95,0
"2643",2643,3,2,4,NA,1,9,11,1,1,1,1,1,1,1,4,3,4,4,3,3,1,0,3,1,3,4,3,3,3,1,3,3,4,3,3,3,3,2,3,4,4,0,0,0,3,NA,1,5,0
"2644",2644,3,2,2,NA,1,8,9,4,2,4,1,4,3,4,4,4,4,4,4,4,3,5,3,4,5,5,4,2,4,3,3,4,3,3,3,4,3,3,3,4,4,1,1,0,2,3,2,3,0
"2645",2645,3,2,4,NA,1,5,11,4,4,4,5,5,5,5,5,4,5,5,5,5,4,5,3,5,5,5,3,1,1,2,4,3,2,3,4,4,3,2,3,2,3,0,0,1,3,2,2,1,1
"2646",2646,3,2,3,NA,1,NA,NA,4,3,3,4,4,98,4,4,4,4,4,4,3,2,4,4,3,3,4,3,3,3,2,2,2,3,3,3,3,2,2,2,3,4,1,0,0,3,3,1,3,0
"2647",2647,3,2,1,NA,1,6,9,5,5,4,5,5,5,5,5,4,5,4,5,5,4,5,4,5,5,5,4,4,4,4,4,5,4,3,4,4,3,3,3,NA,97,1,1,0,2,2,2,4,0
"2648",2648,3,2,4,NA,1,5,3,5,98,4,4,98,98,98,5,4,5,4,3,3,3,5,5,5,5,5,4,1,0,0,1,0,1,2,2,3,1,1,1,2,4,1,0,1,3,NA,3,1,1
"2649",2649,3,2,4,NA,1,5,11,4,3,5,5,4,4,5,5,5,5,5,5,5,4,4,3,3,5,5,2,1,2,4,2,4,2,4,2,4,3,3,4,3,4,1,0,0,4,3,2,3,1
"2650",2650,3,2,4,NA,1,4,3,3,2,3,1,3,2,4,5,4,5,5,3,2,2,2,3,3,4,5,4,2,2,3,3,2,3,4,2,2,2,2,3,1,5,1,0,1,4,2,1,1,1
"2651",2651,3,2,4,NA,1,7,11,1,1,1,1,1,1,1,5,5,5,5,1,1,1,3,1,1,5,5,3,5,2,3,3,3,3,3,2,3,1,1,2,1,5,1,1,0,2,2,1,5,0
"2652",2652,3,2,4,NA,1,6,6,4,3,3,4,4,4,4,4,2,5,4,3,4,4,5,4,5,4,5,3,2,3,3,4,3,4,4,4,4,2,2,3,3,3,1,1,0,3,2,1,3,1
"2653",2653,3,2,4,NA,1,7,2,5,4,3,3,4,3,5,5,5,5,5,5,5,4,5,4,4,5,5,4,1,2,3,3,3,4,3,3,4,2,2,3,1,4,0,0,0,4,2,1,95,1
"2654",2654,3,2,4,NA,1,7,11,3,1,3,1,3,1,3,4,4,4,4,1,1,1,1,1,1,5,2,2,1,1,1,1,2,2,3,2,2,1,1,1,2,5,1,0,1,3,2,2,2,0
"2655",2655,3,2,4,NA,1,7,NA,3,1,5,1,4,1,4,5,5,5,5,4,3,3,4,3,4,5,5,3,4,4,4,5,4,4,3,4,4,4,4,3,NA,4,1,1,0,3,4,1,5,0
"2656",2656,3,2,4,NA,1,7,11,4,4,4,4,4,4,4,4,4,5,4,5,4,3,5,4,2,3,5,3,4,2,3,4,5,2,4,3,4,2,3,2,3,4,1,1,0,2,3,2,4,0
"2657",2657,3,2,4,NA,1,5,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,4,4,4,3,4,3,4,4,5,4,4,4,3,4,3,4,4,3,0,0,0,3,1,2,4,0
"2658",2658,3,2,4,NA,1,7,11,4,4,3,5,5,5,5,5,5,5,5,4,4,2,4,4,4,4,5,3,1,2,2,4,3,3,3,3,4,2,2,3,1,3,0,0,0,4,NA,2,2,1
"2659",2659,3,2,4,NA,1,7,10,3,1,4,1,3,2,2,4,4,4,4,4,3,1,2,3,1,5,4,5,2,2,1,3,2,3,3,3,4,2,2,2,NA,5,0,0,0,3,4,1,4,0
"2660",2660,3,2,4,NA,1,3,6,5,5,4,5,5,4,5,5,3,5,5,5,4,4,5,5,5,3,4,4,3,4,2,4,4,4,3,3,3,3,3,2,4,2,0,0,0,4,4,1,95,1
"2661",2661,3,2,4,NA,1,5,7,4,3,4,3,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4,2,2,1,1,1,1,3,97,0,0,0,4,NA,1,4,1
"2662",2662,3,2,4,NA,1,5,7,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,4,4,4,4,4,5,4,2,3,1,0,1,4,2,1,2,1
"2663",2663,3,2,4,NA,1,9,5,5,3,3,4,3,3,4,3,2,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,1,1,1,1,3,2,4,0
"2664",2664,3,2,4,NA,1,10,10,4,2,3,2,3,1,98,5,5,3,4,4,3,3,5,3,4,5,5,3,2,2,1,2,4,3,3,1,3,1,1,1,4,4,0,0,0,4,2,1,2,0
"2665",2665,3,2,4,NA,1,6,8,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,5,5,5,3,3,3,5,4,1,2,3,2,2,3,2,3,0,0,0,3,2,1,1,1
"2666",2666,3,2,4,NA,1,11,11,3,3,4,2,5,3,4,5,5,5,5,3,2,1,2,2,2,3,5,1,2,2,2,3,4,3,2,2,3,1,1,1,4,3,1,1,0,1,4,1,95,0
"2667",2667,3,2,4,NA,1,8,NA,5,5,5,5,5,5,5,4,4,5,3,4,4,4,4,5,4,4,4,4,3,4,3,4,4,4,1,2,2,2,2,2,NA,2,0,0,0,4,4,1,5,1
"2668",2668,3,2,4,NA,1,5,5,3,5,5,5,3,4,5,5,5,5,5,4,4,4,3,3,3,4,5,4,3,3,4,4,4,4,3,4,4,3,3,2,3,4,0,0,0,2,NA,1,4,1
"2669",2669,3,2,4,NA,1,4,5,5,3,4,3,4,3,4,5,5,5,5,5,5,4,5,1,4,1,1,1,3,3,2,5,5,4,4,4,4,2,3,5,1,4,NA,99,1,4,3,1,3,1
"2670",2670,3,2,4,NA,1,NA,NA,3,4,4,1,2,2,4,3,2,3,3,3,3,3,5,4,4,5,4,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,5,0,0,1,4,2,2,99,1
"2671",2671,3,2,4,NA,1,7,5,4,4,3,5,5,4,4,4,3,3,3,4,5,4,5,2,4,4,5,4,4,3,3,4,4,4,2,3,3,2,3,2,4,97,0,0,0,3,2,1,2,0
"2672",2672,3,2,4,NA,1,5,9,3,4,4,3,5,98,5,5,5,5,5,3,4,1,4,5,5,5,5,5,4,4,2,4,2,2,4,3,3,3,3,3,1,4,1,1,0,2,1,3,2,0
"2673",2673,3,2,4,NA,1,8,9,3,2,3,2,4,3,3,5,5,5,5,3,3,1,4,3,4,4,4,4,3,3,3,4,2,3,3,3,3,2,2,3,4,4,1,0,0,4,3,2,4,1
"2674",2674,3,2,1,NA,1,6,11,4,4,3,5,3,4,4,4,4,5,4,3,3,2,4,3,3,2,5,3,2,3,3,4,4,3,4,4,4,4,3,3,4,2,0,0,0,4,4,1,95,1
"2675",2675,3,2,4,NA,1,5,8,4,4,4,2,3,2,3,4,4,4,4,4,3,4,4,4,3,0,4,5,3,1,2,5,4,5,2,3,3,2,2,2,1,4,1,1,0,NA,3,2,2,0
"2676",2676,3,2,4,NA,1,9,9,4,5,4,3,5,5,5,5,5,5,5,3,3,4,3,3,3,4,4,4,4,4,3,4,4,3,3,2,3,2,3,3,3,1,1,1,1,1,NA,1,95,0
"2677",2677,3,2,4,NA,1,3,8,5,5,3,5,5,5,5,5,98,5,5,5,2,2,1,1,1,2,5,2,2,1,5,2,2,5,5,5,3,1,1,1,NA,3,1,1,1,2,3,1,3,0
"2678",2678,3,2,2,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,5,5,5,5,5,3,4,5,1,3,0,0,1,4,2,3,1,1
"2679",2679,3,2,4,NA,1,7,8,4,4,3,3,98,98,4,5,4,5,5,5,4,2,5,4,5,4,5,3,1,3,1,3,2,4,3,4,5,3,3,4,NA,3,1,1,1,2,2,2,1,0
"2680",2680,3,2,4,NA,1,5,6,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,3,5,5,5,3,3,3,3,4,4,1,3,NA,99,0,4,3,1,2,1
"2681",2681,3,2,4,NA,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,3,3,3,4,4,3,2,2,2,2,2,2,1,3,0,0,1,3,NA,2,2,0
"2682",2682,3,2,4,NA,1,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,3,4,4,3,3,2,2,3,1,0,0,3,4,1,95,0
"2683",2683,3,2,4,NA,1,3,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,3,1,2,1,2,3,4,4,5,4,1,1,1,1,1,0,0,1,2,4,2,2,0
"2684",2684,3,2,4,NA,1,5,5,4,5,1,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,2,3,2,2,1,1,0,1,3,1,5,0
"2685",2685,3,2,4,NA,1,5,3,4,4,5,3,4,5,4,5,4,5,4,3,3,2,3,3,4,4,3,3,1,4,3,5,4,5,3,1,4,2,3,3,1,3,0,0,0,1,4,2,5,0
"2686",2686,3,2,4,NA,1,6,8,4,4,4,4,5,4,5,5,5,5,5,3,3,3,5,4,4,5,4,3,3,3,3,3,4,3,2,3,3,2,2,3,4,97,0,0,1,3,3,2,95,1
"2687",2687,3,2,2,NA,1,5,5,4,4,3,4,4,4,4,4,3,4,3,3,2,2,5,4,3,5,5,3,2,2,2,3,2,3,3,4,3,2,2,3,1,4,0,0,1,3,1,2,5,0
"2688",2688,3,2,4,NA,1,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,3,4,4,3,3,3,3,3,4,4,4,4,4,4,3,4,0,0,0,NA,4,1,99,0
"2689",2689,3,2,4,NA,1,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,3,3,4,4,3,1,2,0,0,0,4,4,1,1,1
"2690",2690,3,2,4,NA,1,10,9,1,1,2,1,2,1,3,2,5,5,4,1,1,1,2,1,1,4,4,3,2,1,3,3,2,3,5,4,5,4,4,4,2,4,0,0,0,4,3,1,2,1
"2691",2691,3,2,4,NA,1,11,11,5,5,5,5,5,3,4,5,98,5,5,4,5,3,5,4,4,4,5,2,1,2,2,3,2,3,3,3,4,2,3,3,2,2,0,0,0,4,2,1,2,1
